iteration,particle_idx,error,old_error_ctrl,MIGRATION_FRACTION,KDIV
1,12,151.94442856281424,43.712359150470476,0.4392564121093412,0.25299899537348014
1,13,161.89286309714996,50.391713867838654,0.5402274773725266,0.2126462669068799
1,14,153.77031812452861,45.684964255216464,0.4148827511989393,0.2923097316316757
1,15,192.68684312628739,80.36701880663465,0.5739639074695538,0.2916382975276194
1,16,142.2629848349281,30.047976092222658,0.431922263543446,0.22217214460381587
1,17,150.22014789742872,45.30507168971682,0.4810811529858397,0.2330159342465571
1,18,190.07671791597312,78.2902511065075,0.5592231997027964,0.2980194221615676
1,19,175.86810568602488,64.31797025683707,0.4246814819694407,0.3052399518162395
1,20,192.53753923122693,80.63295631306208,0.6180894402171633,0.26339363977952457
1,21,178.99975082598823,66.92052720237113,0.5040850953676654,0.2464031488064965
1,22,176.2512970192322,64.39285001361411,0.5756614504510013,0.23335994481081632
1,23,174.5674221463659,62.69057562928283,0.5369122945341142,0.2504883900657726
1,24,161.14615566683264,50.132033014481316,0.49894686167717794,0.22975984450877054
2,0,181.5422797363962,70.46374028317165,0.5717915439459248,0.2592749075249011
2,1,214.91529558269744,102.55993432772621,0.6854478117824206,0.3052536373888061
2,2,191.2246056475867,79.1411838890047,0.5685230322308836,0.29234687394077435
2,3,139.84599111241064,28.930005183089772,0.4882657237271475,0.178136533078624
2,4,192.53281221548747,80.21699630082004,0.7187523309824115,0.22967596033429336
2,5,195.47507233658993,83.16785714238856,0.5280950542059587,0.32360233626282536
2,6,169.930776191043,60.045263568065536,0.44613213441675,0.2916484179674728
2,7,132.45814420648526,24.72159714457383,0.48721805508991123,0.16464507466795528
2,8,163.7713979534633,52.844181094467004,0.40627398786502594,0.29167756994501676
2,9,156.35692959112217,46.44932095913818,0.4035519365347667,0.2680865515792477
2,10,164.14555610900436,51.95309173294049,0.45115306759671947,0.243413242372605
2,11,203.88635717195555,92.31316043706107,0.5376202986110113,0.312373271713081
2,12,156.41526054512318,44.94821396402205,0.4928610641292093,0.23947525423735969
2,13,162.19554685092643,50.93908159299442,0.5291402582401955,0.18127977739370266
2,14,156.77769818469878,49.12629321275196,0.3921460038630683,0.31307035792032584
2,15,212.62841790373733,100.14976459929689,0.6181772124346951,0.32174073790582597
2,16,126.73850774887501,27.821607047098595,0.3677308987310089,0.20865445458665444
2,17,155.65255803451004,43.30987776477815,0.44580730265837176,0.23648434733634666
2,18,198.87416653147278,86.79006726744078,0.5622941364025135,0.31908600004267174
2,19,176.29322659963742,65.03559283059836,0.3984712942066307,0.3250892432031929
2,20,201.46000776054632,89.05731726278196,0.6690135436316126,0.26649312323116076
2,21,176.58035434720296,64.82785789042535,0.4886084445500691,0.26255329902315594
2,22,174.5050159025441,61.93044587132349,0.5872559625535749,0.23250341523286983
2,23,161.55879083252677,49.46220382322612,0.5678586742292345,0.23687079137444714
2,24,154.21143617623127,42.619772079238906,0.4663574163344837,0.2236532972113464
3,0,185.08384390444397,72.69190585826338,0.5689845043853256,0.24739546643223503
3,1,224.67285499719165,112.42244309681617,0.7161248601497696,0.31435498715322896
3,2,204.3926104856486,92.08105621675371,0.6098924905400069,0.31042885406397364
3,3,142.64715831095185,30.52047664083214,0.4858815722935947,0.15042137617576448
3,4,205.4248738371982,93.3715838352362,0.7642525698430316,0.23085165679314168
3,5,206.71374019271104,94.39253401630488,0.5356358475619698,0.33420261936606904
3,6,161.62765786278715,53.32085002366471,0.4018512676330354,0.3060482412286338
3,7,139.93990206493697,30.11046254870979,0.4665217502058344,0.1417868308980451
3,8,154.3496348565329,46.82863319476036,0.35766777202468436,0.30598615550219516
3,9,136.82253482459106,34.11741578882019,0.368240507839089,0.2719623429279252
3,10,147.7731240136997,38.24088942773638,0.4341328095704341,0.22643595253591525
3,11,195.72223694036637,83.43856817770379,0.5462491825012742,0.32628398898966116
3,12,168.11209955587898,55.758583205731526,0.5257243421577878,0.22752891439456535
3,13,136.68691216960005,24.579177464445923,0.516173740485046,0.15546997304661508
3,14,147.53084931908006,40.89752438034702,0.3739566059943715,0.32967885895124593
3,15,225.57953462101497,113.04989644663749,0.6386086149539032,0.34477669849009396
3,16,107.69261547814764,20.414765508707767,0.3163778068810592,0.1978403025729253
3,17,161.20488324208387,49.907370020666335,0.41758822239639737,0.23925907780817832
3,18,208.68182553980776,96.2858955905967,0.564750885762287,0.33593926234755506
3,19,180.89886930155424,70.043298061013,0.37721115636944785,0.33925910676820364
3,20,217.34331580719842,105.21300480734097,0.709752826363172,0.2689727099924697
3,21,157.89908346805458,45.81943630896605,0.4769882087563404,0.2711954926226854
3,22,175.25857398281724,63.51780992173816,0.5920999716965253,0.23224675937979508
3,23,175.1748329463089,63.083528670481115,0.5926157779853308,0.22597671242138676
3,24,149.947423697002,38.74852630116964,0.44028586006032827,0.2187680593734071
4,0,190.90614612967923,78.74823650252644,0.5672338277824296,0.23554375797210017
4,1,230.9324019191291,118.48145149990852,0.7381604237162815,0.31740920845526716
4,2,221.55151260750935,109.07533487425583,0.6429880571873056,0.32489443816253305
4,3,123.57140570588818,24.27779635807139,0.47666412960291626,0.125205297740536
4,4,217.1208060663025,104.81394705180956,0.8006527609315276,0.23179221396022032
4,5,206.79986708344327,94.22131088416937,0.5440325300847109,0.3424790695022281
4,6,159.4743769066145,50.00909942874192,0.3583918468672034,0.31755628645587797
4,7,134.4143412313123,23.390935862109917,0.449964706298573,0.12350023588211698
4,8,163.32769025806923,51.64060842020294,0.3187827993524111,0.3174330239479379
4,9,138.06900049567554,30.78221843958573,0.3399913648825469,0.27506297600686724
4,10,151.39481738344907,39.75320963883715,0.4205166031494058,0.21285412066656345
4,11,200.59749877635684,88.1242543947946,0.5531522896134845,0.3374125628109253
4,12,170.92796988709227,58.91500079291605,0.5520149645806507,0.2179718425203299
4,13,134.56565271972877,24.32263044141387,0.5058005262809264,0.13482212956894501
4,14,168.06996823885265,58.65501092857893,0.3594050876994141,0.34296565977598203
4,15,231.22350821216176,118.69512890102493,0.6440712706972845,0.35885647811475263
4,16,99.23183911555776,22.853261702958797,0.27529533340109946,0.18918898096194198
4,17,146.28798478358297,37.68523940231533,0.39751549390192836,0.23737353670495778
4,18,204.4504195568823,92.64882909722549,0.5617495309257614,0.34794847124724615
4,19,172.81967629678311,61.906255814384,0.35950867676479786,0.3473264897320739
4,20,207.69890371006824,95.30723010235776,0.7423442525484196,0.27095637940151684
4,21,167.4833095762712,55.76465844748817,0.46769202012135747,0.278109247502309
4,22,172.09443498816236,60.30315767817209,0.596077811074006,0.23160809433594715
4,23,180.69767089895853,68.14640013834524,0.6124214609902079,0.21726144925893845
4,24,138.66650337018152,26.949345419134588,0.41821624536724455,0.21731996722778973
5,0,176.16961018120136,64.15627951496856,0.5741342049959116,0.22503596690427258
5,1,229.636429119205,117.2016349702459,0.7558367612126198,0.3117877723632177
5,2,235.31676950099506,122.68480552359621,0.6694645105051444,0.3364669054413806
5,3,114.93375812709799,14.738998542437917,0.4599597439910314,0.10444041993971234
5,4,209.73662497266994,97.39179846633999,0.819774765234387,0.23898324571222204
5,5,214.7517586106629,102.4147651136384,0.5543164871954739,0.3471520515892976
5,6,149.91023056803255,42.596682626906386,0.32362431025453775,0.3267627226376733
5,7,105.78213354552815,31.055140558466594,0.4367190711727638,0.10887095986937446
5,8,144.92412630973618,36.92768841902113,0.2887686087784061,0.32663599653487724
5,9,141.8166721367911,33.61667347297055,0.3173920505173132,0.27754348247002086
5,10,147.30137103559596,35.65327794927639,0.4092242798124802,0.20206345159045852
5,11,203.56376795821666,92.59441315810425,0.5586747753032527,0.3463154218679366
5,12,167.26598699541293,55.12829955632152,0.573047462518941,0.21032618502094153
5,13,129.1772204738967,21.873287972491962,0.4917823436890511,0.11525672706021721
5,14,166.597238942176,60.15537232891274,0.34776387306344814,0.3535951004357709
5,15,235.62008487396864,123.46635146942816,0.6480194312576295,0.3700827303485157
5,16,86.53546238825966,53.46989269934619,0.24242935461713166,0.1822679236731553
5,17,131.14519313548985,21.812220183716118,0.3850161155034385,0.23495607377117733
5,18,225.75702646766575,113.6588081907233,0.5593484470565409,0.357555838366999
5,19,169.11432648194315,63.47113174230958,0.3453205989470536,0.3533183250060397
5,20,215.748439921656,103.63628108458924,0.7684173934966176,0.27254331492875455
5,21,163.6738592359258,52.388660168165394,0.4458212382120629,0.2694153719961936
5,22,187.18263379818345,74.788778682436,0.5992600825759906,0.2310971623008688
5,23,183.20981403449073,71.03308935270888,0.6257264012550434,0.21154699125214468
5,24,141.25619127867515,28.841445586857613,0.4005605536127776,0.21616149351129585
6,0,177.5229749595304,65.29995277596709,0.5796545067666973,0.21662973405001051
6,1,223.8118326130066,111.46132408738522,0.7715238746523254,0.30050333473894786
6,2,226.39098246003454,113.95995819831812,0.6906456731594156,0.3457248792644586
6,3,122.13269440009957,19.468904792632483,0.4465962355015235,0.08782851769905343
6,4,217.27794273289345,105.04639520761451,0.8350723686766746,0.24473607111382342
6,5,201.27824312864945,89.21986845581692,0.5627910573369994,0.3508817243051177
6,6,128.95752374727138,42.82001710706516,0.2844893839010534,0.33408772583507046
6,7,120.6685131896957,15.905873711185787,0.4298570331521583,0.09698547148728767
6,8,125.18231819117578,34.31646322381999,0.2647572563192021,0.3339983746044287
6,9,128.60647203323342,32.58154512674463,0.2993125990251262,0.27952788764054376
6,10,116.55224332426036,16.08062979234514,0.3974929703917076,0.19364489421641393
6,11,215.3567339043481,102.88497929103976,0.5630927638550673,0.35343770911354566
6,12,167.96916458897212,55.7874806636445,0.5898734608695733,0.20420965902143082
6,13,125.11977861346752,14.677885776330717,0.46935371826775935,0.09799441332620189
6,14,162.53432959624803,55.70183097463332,0.33845090135467537,0.362098652963602
6,15,249.54295707639443,136.88254564552153,0.6579082319347547,0.37509743267735396
6,16,99.35985504324977,38.85773231232964,0.2589721357030531,0.18418611812563307
6,17,135.80976156497115,26.051713321228423,0.3750166127846466,0.23302210342415297
6,18,216.6245080488755,104.5894394224651,0.5554488052063905,0.3629718334581094
6,19,157.42963203854484,49.624282478897754,0.3344925104226015,0.35818274712519393
6,20,223.63538486282732,111.49783519616058,0.7892759062551761,0.2738128633505447
6,21,155.59152823020705,46.544068682856306,0.426006106921494,0.25114281735443
6,22,182.45896115882607,70.0757237537035,0.6012827734888384,0.229649877342304
6,23,175.6057472441156,63.36354041872614,0.6363703534669118,0.20697542484670967
6,24,127.42865729595987,24.472912720730626,0.38643600020920404,0.21523471453810072
7,0,157.1152631697089,45.39240031813271,0.5871657596272541,0.20509423350012912
7,1,227.85795320802515,115.72440067177192,0.78407356540409,0.29147578463953194
7,2,238.4545534586958,126.15180667839071,0.7075906032828325,0.353131258322921
7,3,106.06942925457722,22.05006152710228,0.4298807832760361,0.07729480513868739
7,4,221.03133153380065,108.93656728454722,0.8473104514305045,0.24933833143510453
7,5,222.22792971315218,109.63091370188269,0.5695707134502198,0.3538654624777738
7,6,121.21337891011835,41.023074156494395,0.24713804364577657,0.33993351487495826
7,7,115.63852669904428,15.00814595014017,0.42436740273567386,0.08747708078161823
7,8,148.8526583375471,42.213339964772096,0.2455481743518389,0.3398882770600699
7,9,124.21710009973022,37.55189063506171,0.2848490378313766,0.2811154117769621
7,10,133.59507194380072,23.179832435431855,0.38810792285508955,0.18691004831717825
7,11,222.61005780714595,110.21887826390615,0.5665887666374924,0.359081636446313
7,12,177.23773485841082,65.48602731820102,0.603334259550079,0.19931643822182227
7,13,106.8719402786107,29.995705360552197,0.45141081793072596,0.08418456233898963
7,14,171.26120772955306,59.7614399495161,0.3302326613306701,0.36825758983552576
7,15,247.53926636756844,135.00665866894096,0.6687460391632185,0.37458982480299396
7,16,95.91539232144802,40.942672660391416,0.307180019243546,0.1881851372294923
7,17,140.0809706594112,28.155943317428996,0.36769449601494253,0.22493745903397547
7,18,210.30506765919907,97.92233882565152,0.5553414853500445,0.366285084848562
7,19,159.59817272345316,51.69012563753992,0.3258300396030398,0.36207428482051734
7,20,219.84102942757292,107.84233597341061,0.8042247323409312,0.2771889774016914
7,21,128.82360207570892,21.222567184928685,0.39455293336666397,0.23310420376590008
7,22,172.87353909909544,61.643248942110745,0.6001620917667486,0.2263351733620694
7,23,178.08874922612253,66.50260403285868,0.6369252281633484,0.20304321328223934
7,24,135.80617819346713,25.659786612770056,0.3751363574863452,0.21449329135954465
8,0,165.68486737960328,53.295335987929164,0.5931747619156996,0.195865833060224
8,1,220.66765328985772,108.42383506030258,0.7952383679250772,0.28424869667797625
8,2,233.28318738689697,120.6038473344102,0.721146547381566,0.35905636156969095
8,3,116.94035950925048,15.17943652740609,0.4159309168452224,0.07103077337334375
8,4,231.70814222111227,119.89741615478798,0.8417001273784871,0.26383505862168205
8,5,213.8938462730229,101.66887844047973,0.5749944383407961,0.35625245301589864
8,6,128.9966542334217,39.01835056125142,0.21725697144155512,0.3446101461068685
8,7,114.28443493701756,13.321262544593347,0.41997569840248633,0.07987036821708268
8,8,130.08160644680356,34.5782628235183,0.2306678600430639,0.34461485571280553
8,9,137.58495804620557,32.122555577523336,0.27327818887637695,0.28238543108609676
8,10,117.12335878806462,29.555561060541994,0.3805998848257951,0.18152217159778972
8,11,218.65116615644817,106.3241703386134,0.57042226556928,0.3621899869452082
8,12,174.2568114176306,61.91853751520144,0.6103281673080743,0.1971417089960109
8,13,109.43590006395577,9.747764921406432,0.4317758394142473,0.07238472848118022
8,14,178.3712995080881,68.91956114409207,0.32265422220202794,0.3710827885957335
8,15,256.2766160539763,143.6389796036605,0.6921530101816716,0.36770446906697135
8,16,122.8964739509633,19.444514628074625,0.34969279428617484,0.19121769149093673
8,17,136.03798234865488,26.44528324921913,0.36333276080709,0.2151975379397528
8,18,219.47560156329075,107.00413744861967,0.5552556294649676,0.368935685960924
8,19,157.4546349055098,55.080711772206286,0.31890006294739043,0.36518751497677604
8,20,231.81424940652497,119.73403085437714,0.8161837932095353,0.27988986864260873
8,21,139.0500991066587,27.408289370538647,0.3693903945228,0.21867331289507613
8,22,178.1036777571542,65.87086852016294,0.5987443702141426,0.21941445731082637
8,23,179.6499719054296,67.10982373258607,0.6268956569958118,0.19885826536082085
8,24,134.2117757404294,25.340436352896493,0.36609664330805813,0.21390015281669977
9,0,175.43398837194604,63.292107911841974,0.597981963746456,0.18848311270829993
9,1,234.26673558965544,122.07874640003931,0.8041702099418669,0.2784670263087317
9,2,262.4015177027504,149.90648778792496,0.7319913026605529,0.3637964441671069
9,3,115.35389046144108,9.423119931981976,0.4076777410344353,0.0663987517331439
9,4,232.80330261325815,120.74749089189595,0.8333167339258417,0.27649474697266563
9,5,221.44599074872818,109.26592243317283,0.5793334182532572,0.3581620454463985
9,6,127.2957663762612,40.58383869264446,0.19599732515990553,0.3483528286496689
9,7,116.13601706236923,14.43267239268138,0.41646233493593626,0.07378499816545424
9,8,115.30830005586058,33.858663054933196,0.21876360859604388,0.34839611863499403
9,9,116.39668931917547,24.965230417179686,0.2640215097123772,0.2834014465334045
9,10,126.90177314797191,23.762970161517337,0.3711150336844905,0.1792150336451201
9,11,221.55744564046745,109.14670657347256,0.5745879693958336,0.36349065106447964
9,12,171.2215951499949,60.92381569179936,0.6159232935144705,0.19540192561536185
9,13,112.3957235796153,8.493933888544365,0.4160678566010644,0.06294486139493269
9,14,156.98543349574754,53.4729354933926,0.31638867208685356,0.3718317466267146
9,15,251.06198185398793,138.55487743339273,0.7183189481201824,0.36104520275721974
9,16,131.87774818317595,25.954504502006614,0.3837030143202779,0.1936437349000923
9,17,137.93303806989286,29.502740960769852,0.3598881087330306,0.20714772487103944
9,18,221.14763705014232,108.5313408999438,0.5607591586509916,0.36966402573519314
9,19,174.47227145875544,62.739084097181156,0.31335608162287093,0.367678099101783
9,20,231.87013814172448,119.61873159262015,0.8236601568778803,0.2821525913012128
9,21,128.92477928692244,25.12737070921691,0.3482421553258128,0.20621959148802102
9,22,172.74662814189213,60.0920772300624,0.6003278251190676,0.2137897699870552
9,23,176.34147339855414,63.943951820286294,0.6131043905466098,0.1950216099697957
9,24,126.9475234961337,18.024587652802012,0.3588648719654285,0.21342564198242386
10,0,164.04323318519263,51.90277236388088,0.6018277252110611,0.18257693642676065
10,1,226.0680468314602,113.69146873481372,0.8113343902521942,0.2743914245573169
10,2,252.65046191494386,140.07970365997826,0.7387534016114893,0.3665168366126799
10,3,87.7862743707932,32.10817091752319,0.40263326437992664,0.06255931091895807
10,4,227.04013089406374,114.7675769706884,0.8238561436424388,0.28865134537166476
10,5,217.46003565818108,105.30934465521472,0.5814282872852787,0.3607963551302942
10,6,126.60832658334617,42.835447291181666,0.18123293647660557,0.35135068230956584
10,7,91.44480300648624,35.601243723644934,0.4122195281395934,0.06818434807809731
10,8,140.89967124433713,43.91670504651173,0.20924020743842786,0.35142112897274486
10,9,126.18737179862995,25.680225089018254,0.2566161663811774,0.2842142588912507
10,10,126.84552849206541,22.49821778454574,0.3635271527714468,0.1773693232829844
10,11,222.00092788007484,110.04231605494802,0.5779205324570764,0.3645311823598968
10,12,172.30810787801673,60.073737182599224,0.6203993944795875,0.1940100989108426
10,13,114.55066453812411,9.457083300078054,0.40350147035051803,0.05539296772593466
10,14,160.3432467118318,54.873256737584335,0.31137623199471404,0.37243091305149945
10,15,237.87965722303267,125.3670115772526,0.739251698470991,0.3557177897094185
10,16,130.63991498115135,22.57994346280593,0.4061097297585067,0.19524375070824418
10,17,112.5127328556155,21.600290203314948,0.35467676377493074,0.20063339582088222
10,18,220.9128607099614,108.74776709396927,0.5651619819998107,0.37024669755460843
10,19,152.6163670925272,53.77306755961141,0.30927797014991676,0.37032193351967385
10,20,232.80118957650959,120.63616159447996,0.8296412478125563,0.28396276942809606
10,21,120.56586857368131,18.608314161197303,0.3313235639682231,0.19625661436237693
10,22,175.84666415312444,63.65413135099434,0.6015945890430076,0.20929002012803827
10,23,169.9481614180486,57.71425239515753,0.6023199343746397,0.19208425029526402
10,24,125.63997502733673,22.484491091566895,0.35307945489132475,0.21304603331500316
11,0,166.72511959032383,54.51778300736231,0.6049043343827452,0.17785199540152924
11,1,218.69964165842583,106.27715344986282,0.817065734500456,0.2711309431561851
11,2,254.09053040801223,141.54095017372077,0.7442498727595332,0.36865395057523886
11,3,93.68743098651986,30.458723966910373,0.39893225654148073,0.05928186384558518
11,4,226.03559859842204,113.57478072873279,0.8162876714157163,0.2983766240908641
11,5,215.49162732539702,102.98786862067506,0.5831041825108959,0.3629038028774107
11,6,119.17226342379199,37.626959475425934,0.16942142552996559,0.3537489652374834
11,7,105.98062576989786,22.026206651573297,0.4061386806240119,0.061669665102223985
11,8,107.72503593822896,48.12461560303841,0.19826707246185646,0.3538285419681252
11,9,93.03500463125911,45.38816079198118,0.2506918917162176,0.2848645087775276
11,10,117.07403751967205,13.593123961982897,0.3553099586228884,0.18041451408136655
11,11,225.39337898258012,113.32101475300423,0.5809176907398377,0.3639118867111423
11,12,170.60361475836268,58.11771227178839,0.6167510503948854,0.19277071291591488
11,13,95.98759300464626,23.299580469857283,0.39344836135008093,0.04935145279073624
11,14,151.89710783515096,50.75773519716789,0.30656061172873666,0.37258076662164874
11,15,252.27014742350528,139.84106342232784,0.7559978987516379,0.35145585927117745
11,16,134.5210641805914,28.3142535944181,0.41353843274454005,0.1983881579877538
11,17,127.82895522328174,18.04221280135281,0.3505076878084508,0.19542193258075644
11,18,219.65276941867518,107.29487802785239,0.568684240678866,0.3707128350101407
11,19,166.45349748668454,57.72589700254432,0.3060154809715534,0.3724370010539865
11,20,231.13921623574927,119.06704187519621,0.8326537107161216,0.2865649891073914
11,21,114.21284695275779,22.40399273037889,0.31778869088215134,0.18828623266186165
11,22,177.99008281264764,65.7971583141262,0.6026633710014575,0.20101229902054416
11,23,171.11467547799992,59.05217585306429,0.5936923694370637,0.18973436255563866
11,24,124.78812745068898,21.474767732772523,0.3484638494250313,0.2083360134455668
12,0,162.42081660811402,50.68761517366482,0.6049043343827452,0.1778519954015292
12,1,228.65380253378137,116.32863944120771,0.817065734500456,0.2711309431561851
12,2,244.71607510046582,132.14156027810074,0.7442498727595332,0.3686539505752388
12,3,97.479736094066,30.300108982611487,0.3989322565414807,0.0592818638455851
12,4,231.8587497965946,119.64239143717778,0.8162876714157163,0.2983766240908641
12,5,231.46249063210246,118.89320316226252,0.5831041825108959,0.3629038028774107
12,6,115.11295236842166,37.95895953994951,0.1694214255299655,0.3537489652374834
12,7,121.49627414983108,14.282266596582971,0.4061386806240119,0.0616696651022239
12,8,118.81229420823337,50.81407263733007,0.1982670724618564,0.3538285419681252
12,9,124.32312422785962,19.697536958677066,0.2506918917162176,0.2848645087775276
12,10,109.16525742290665,29.857671134971813,0.3553099586228884,0.1804145140813665
12,11,227.54090970772066,115.16452934130504,0.5809176907398377,0.3639118867111423
12,12,172.3643842775129,61.21157988840925,0.6167510503948854,0.1927707129159148
12,13,110.73319665265085,15.058151587162314,0.3934483613500809,0.0493514527907362
12,14,174.33425149586625,66.16969327949342,0.3065606117287366,0.3725807666216487
12,15,247.16662010102266,134.64685681071376,0.7559978987516379,0.3514558592711774
12,16,145.92885124981214,33.360266894603576,0.41353843274454,0.1983881579877538
12,17,124.43006893558274,23.76203180243305,0.3505076878084508,0.1954219325807564
12,18,220.65624670523496,108.42340208547398,0.568684240678866,0.3707128350101407
12,19,156.21012972091575,53.92950689019103,0.3060154809715534,0.3724370010539865
12,20,234.07003016137293,121.64253829877562,0.8326537107161216,0.2865649891073914
12,21,103.51185984785826,22.647272942679926,0.3177886908821513,0.1882862326618616
12,22,174.37363822046225,61.7121910446585,0.6026633710014575,0.2010122990205441
12,23,168.7962475746148,56.26934301930207,0.5936923694370637,0.1897343625556386
12,24,117.9386622313831,22.517776402177173,0.3484638494250313,0.2083360134455668
13,0,169.7418251588662,58.33561820587059,0.6073656217200925,0.1740720425813441
13,1,231.211804397901,119.30438748572398,0.8216508098990655,0.26852255803527963
13,2,255.83880843098913,143.13346501011875,0.7486470496779685,0.3703636417452859
13,3,111.32150199621121,16.944120455882672,0.3964068642926416,0.057011708952916344
13,4,237.44372412067867,125.12450296422124,0.8102328936343384,0.3061568470662236
13,5,225.92441092216686,113.44607772229716,0.5836478790150732,0.3648412959469852
13,6,89.46529092651743,56.65653326443675,0.15997221677265352,0.3556675915798175
13,7,95.04317971401247,27.370142694800272,0.4012740026115468,0.05645791872152518
13,8,109.42590192166371,34.079476320913436,0.18256880302982778,0.3557300804341552
13,9,105.36886210514605,48.45349699306333,0.24595247198424974,0.28538470868654914
13,10,125.59228052279448,21.890692855402698,0.34739818475853435,0.18848965723462857
13,11,235.59360633410648,123.24777060540026,0.5833154173660466,0.36341645019213864
13,12,177.53006759938097,65.22371850993584,0.6138323751271237,0.19177920411997257
13,13,99.89631228397201,27.08006549624616,0.3854058741497312,0.04451824084257749
13,14,168.7358107757143,57.51283854845115,0.30262440965135384,0.37264742432378173
13,15,246.89278453755904,134.32959443351197,0.768534961189877,0.3486882400115479
13,16,129.03646415598485,25.246115187603998,0.4044140706920187,0.2000286429025615
13,17,112.42103008358816,22.842804640258596,0.346902599956024,0.19572320959033296
13,18,217.77370358531968,105.67031670518695,0.5715020476221103,0.37108574497456653
13,19,160.6911167243408,54.53283870378394,0.30340548962886277,0.37412905508143673
13,20,231.02381659589972,118.87768823587128,0.8309498035528708,0.2904387253911452
13,21,90.82341460088134,35.11224248662044,0.3069607924132938,0.18190992730144934
13,22,177.89430784258926,65.99772309612675,0.6049227714451797,0.19346854515658815
13,23,167.7271413849817,55.36198799748772,0.5867903174870029,0.1878544523639383
13,24,128.49200538393944,22.456502440925323,0.34477136505199657,0.20456799755001775
14,0,172.32451546932668,60.04201748831218,0.6077336951828659,0.17269237310340518
14,1,222.56805375894888,110.69019998260464,0.8287487570762417,0.26743824305668074
14,2,259.153612931449,146.58793287064793,0.7545953891249984,0.36667869766021727
14,3,121.36798859481664,15.927593697509982,0.39438655049357035,0.055195585038781345
14,4,230.97604339474364,118.53772572343134,0.8059892398959204,0.3097241647544651
14,5,217.73572810741672,105.28877762880724,0.5840828362184151,0.36639129040264484
14,6,105.75511507180904,46.07152777612885,0.15249766239686732,0.3572135170336359
14,7,100.43552800024742,25.169264262644205,0.3966240277413579,0.05250639825297211
14,8,102.3036432974573,49.34303987381398,0.17001018748420488,0.3572513112069792
14,9,113.20845961774057,21.371539504194384,0.2331484344608322,0.2890224038388203
14,10,126.3886086910801,24.477979346543382,0.34106876566705113,0.19494977175723824
14,11,232.35208975488436,119.90698589072151,0.585287489912176,0.3635134539835897
14,12,165.46021380332382,53.30430930769226,0.6114974349129144,0.19098599708321878
14,13,87.01720581703321,37.01639783232594,0.37922176675385655,0.04084397136103796
14,14,174.06877027049356,66.28341703865549,0.29968196581943946,0.37315688622595566
14,15,249.01416128647224,136.80383715950362,0.7785646111404682,0.3464741446038443
14,16,134.64449806427643,23.651804485899728,0.38852335997313836,0.2004474135574145
