iteration,particle_idx,error,MIGRATION_FRACTION,KDIV
0,0,10.7756271806523,0.9187477354560659,0.05273338426202885
0,1,11.243863255473116,0.8941192820236272,0.07138551921867027
0,2,9.86087695168616,0.8435573176863659,0.07869174315445177
0,3,12.483017788700643,0.82110052962912,0.09829398171274002
0,4,11.809543321148954,0.7836425758409464,0.11133321026374739
0,5,14.531227744580784,0.7772605864268706,0.13796817322842259
0,6,14.478281421925875,0.7256380498748283,0.1448103968202374
0,7,14.236431588601269,0.7123527327339283,0.16842515390442703
0,8,8.958465934910615,0.679637790522145,0.18353945002010513
0,9,14.699090562500675,0.6425157428044893,0.19672563747696414
0,10,10.405411192355178,0.6193578066340291,0.21602112373572108
0,11,11.550101256893035,0.5808174308925543,0.2285867926821592
0,12,15.329832907733971,0.5720003114531111,0.2541563862607361
0,13,19.34721086752727,0.5478191590605662,0.27300421542233105
0,14,15.114425225976202,0.5092604271174056,0.2855618535305316
0,15,8.608372272818153,0.4659400299869691,0.296036263119299
0,16,13.79617497856087,0.46011244163006115,0.32291377654648507
0,17,10.331789765175285,0.4210307044768342,0.3352425998752816
0,18,12.144674913732421,0.3892917809691366,0.3507839041739972
0,19,12.11757939340588,0.3446763998689787,0.36069175827601146
0,20,14.292829826132166,0.3333515153775351,0.3851642046443382
0,21,15.34235642578094,0.2912926178592071,0.39619052031340307
0,22,12.535459935180288,0.2568649488914356,0.41055549847333633
0,23,9.139993059829797,0.23399404221206394,0.4299765601344446
0,24,15.109311928269978,0.22037702297791079,0.453446197552836
1,0,10.362358609163072,0.9691098469575339,0.02395503483261859
1,1,10.868833449932312,0.9427700637050473,0.044446369252240596
1,2,11.48812247186798,0.8863836747161903,0.05421953913740925
1,3,12.043391781262947,0.7720336286061977,0.12158562107492496
1,4,8.888790027041166,0.7527999502670151,0.1289575677345653
1,5,12.798731131130761,0.7849421894997035,0.1253330941664853
1,6,12.650349093131437,0.7679191036481361,0.12746946167839165
1,7,16.785140989516474,0.6725703974726898,0.19088698579335087
1,8,14.851448929290976,0.7404411171284753,0.14879469195934497
1,9,14.75037651039672,0.5818804672811283,0.23492304023942223
1,10,19.193336100704432,0.5723504503886041,0.2428824701616782
1,11,11.765754091449544,0.5406299233201329,0.25227354338063296
1,12,14.15788959878265,0.5419278616180085,0.27134064330936614
1,13,24.21334955472464,0.5031925187833807,0.2991934942861753
1,14,9.136266377671127,0.4560579436520167,0.31596327265361096
1,15,10.12645228484491,0.4870413700915016,0.2839783544881375
1,16,15.694307284552071,0.40383253720607826,0.3499415649672474
1,17,11.144129346619566,0.37002367242164486,0.3643894753353898
1,18,9.769464398691076,0.4510857330727722,0.31225446682591296
1,19,14.110507339978414,0.38410069529806234,0.33816358945939223
1,20,19.903470578203475,0.3719779464195823,0.36309195833459695
1,21,10.717966304132798,0.24701115457794817,0.4200944168549904
1,22,9.086657850575552,0.28839432559611505,0.39253871178494804
1,23,9.847360460390934,0.2720802426394383,0.4082130170330878
1,24,23.980174367786404,0.2709252000995001,0.4225162017188968
2,0,174.25454396810343,0.009399536158708255,0.0009323552890903759
2,1,11.626387859467572,0.9834664489223436,0.02209291395605197
2,2,10.754144315551695,0.9352632444335058,0.030847663244301497
2,3,9.954745038228012,0.73278010778786,0.1402189325646729
2,4,9.387454433795577,0.72812584980787,0.14305705371121963
2,5,13.25555941435951,0.7875085492190335,0.11520346217065287
2,6,11.716275744476151,0.8030642710331714,0.11186126340252107
2,7,9.098415643116173,0.660129635899764,0.20020417865279724
2,8,12.721646911966674,0.7898457075045542,0.11971018883862657
2,9,17.397108557608302,0.5333722468624396,0.2654809624493887
2,10,12.394258539748531,0.5382623071102185,0.26262906308780715
2,11,5.644157547093282,0.5084799172621958,0.27122294393941193
2,12,15.999427316178947,0.5176070757947018,0.27883418538118054
2,13,11.174190679597379,0.464199373244785,0.3195760431730523
2,14,16.89584335196695,0.4134959568797056,0.34028440795207443
2,15,10.91579246462276,0.5039224421751276,0.27433202758320835
2,16,22.104725696372988,0.35770863066202274,0.3681870654973456
2,17,19.81035931066101,0.32921804677749333,0.38770697570347634
2,18,16.99437609684963,0.5005749978481031,0.2825523179616538
2,19,6.065006992971523,0.4156401316413293,0.32014105440609686
2,20,11.507284442423659,0.40286707347302,0.34567663884005057
2,21,11.204396247865095,0.211585983952941,0.43921753408826025
2,22,10.527183662497546,0.3136178269598586,0.37812528243423743
2,23,11.717097660851548,0.3025492029813378,0.3908021825520024
2,24,13.050486499563831,0.3091931114859198,0.3968690593907956
3,0,23.23033701859937,0.18187410021256487,0.4915611683825235
3,1,10.743720483385525,0.9980091358770082,0.007643771942064677
3,2,11.517776891515224,0.9743669002073583,0.012150162529815295
3,3,14.153606908494142,0.6997011534468447,0.15513635183776645
3,4,9.339152953563016,0.7083865694405539,0.15433664249254309
3,5,10.404582498810132,0.789734670872455,0.10858747160446508
3,6,11.831041867558293,0.8311804049411996,0.09937470478182461
3,7,9.086024904439144,0.6501770266414234,0.20765793294035434
3,8,12.255138044862136,0.8293693798054174,0.09644258634205184
3,9,8.394314650980592,0.4953922788223684,0.2893782698159574
3,10,16.524989579099948,0.51099179248751,0.2784263374287103
3,11,14.500121785331816,0.48275991241584604,0.2863824643864351
