X,Y
-549.90960671813,727.404208268203
-549.604102269906,727.157022746127
-549.298597821682,726.910552227786
-548.993093373459,726.670349392035
-548.687588925235,726.441591216957
-548.382084477011,726.21525870533
-548.076580028787,725.994489093052
-547.771075580563,725.783740507647
-547.465571132339,725.579488347251
-547.160066684115,725.378979730453
-546.854562235891,725.18731793522
-546.549057787667,724.999230016248
-546.243553339444,724.814873187299
-545.93804889122,724.640544646827
-545.632544442996,724.468242429648
-545.327039994772,724.302878860986
-545.021535546548,724.144157336105
-544.716031098324,723.987145555161
-544.4105266501,723.836193982908
-544.105022201876,723.68867660023
-543.799517753653,723.546405558999
-543.494013305429,723.408746837175
-543.188508857205,723.276490844765
-542.883004408981,723.146446771568
-542.577499960757,723.019236946033
-542.271995512533,722.898354587865
-541.966491064309,722.777626850916
-541.660986616085,722.66215025694
-541.355482167861,722.551426051086
-541.049977719637,722.441380240442
-540.744473271414,722.335971889225
-540.43896882319,722.23268368365
-540.133464374966,722.131479863774
-539.827959926742,722.03288955722
-539.522455478518,721.937983043655
-539.216951030294,721.846302130781
-538.91144658207,721.755437397473
-538.605942133846,721.667643227231
-538.300437685623,721.581613631542
-537.994933237399,721.496525030674
-537.689428789175,721.415411210434
-537.383924340951,721.336270548885
-537.078419892727,721.257680775485
-536.772915444503,721.182929085397
-536.467410996279,721.108225334464
-536.161906548055,721.035026406836
-535.856402099831,720.964139826406
-535.550897651608,720.895697690669
-535.245393203384,720.828154941125
-534.93988875516,720.762585063031
-534.634384306936,720.697722682871
-534.328879858712,720.634752883857
-534.023375410488,720.572392525109
-533.717870962264,720.512152422636
-533.41236651404,720.45365970902
-533.106862065816,720.396305901205
-532.801357617593,720.3396286674
-532.495853169369,720.284326271297
-532.190348721145,720.229751578613
-531.884844272921,720.176746302972
-531.579339824697,720.125209450473
-531.273835376473,720.074668345997
-530.968330928249,720.024909519162
-530.662826480025,719.976264606229
-530.357322031801,719.928098912414
-530.051817583578,719.880795209452
-529.746313135354,719.835053438871
-529.44080868713,719.790521313704
-529.135304238906,719.746310819726
-528.829799790682,719.70270469387
-528.524295342458,719.659830676429
-528.218790894234,719.617842518786
-527.91328644601,719.576426821323
-527.607781997786,719.536279011716
-527.302277549563,719.496425491389
-526.996773101339,719.457504094732
-526.691268653115,719.418519422041
-526.385764204891,719.380177794849
-526.080259756667,719.342517337952
-525.774755308443,719.305933812956
-525.469250860219,719.269271405963
-525.163746411995,719.233633889167
-524.858241963772,719.197675105543
-524.552737515548,719.162328159643
-524.247233067324,719.127121714186
-523.9417286191,719.093287328676
-523.636224170876,719.058689484371
-523.330719722652,719.025360823372
-523.025215274428,718.991748985831
-522.719710826204,718.958254163556
-522.41420637798,718.924575322263
-522.108701929757,718.892204775299
-521.803197481533,718.859645369478
-521.497693033309,718.82729878726
-521.192188585085,718.794653910785
-520.886684136861,718.762720816049
-520.581179688637,718.730235275761
-520.275675240413,718.698020732902
-519.970170792189,718.666289210684
-519.664666343965,718.63481935839
-519.359161895742,718.602730914849
-519.053657447518,718.57092739778
-518.748152999294,718.539326859022
-518.44264855107,718.506401469434
-518.137144102846,718.473746853841
-517.831639654622,718.441579390518
-517.526135206398,718.409373829216
-517.220630758174,718.376697840193
-516.91512630995,718.344020061646
-516.609621861727,718.311115645987
-516.304117413503,718.277911513404
-515.998612965279,718.244921352351
-515.693108517055,718.212709691018
-515.387604068831,718.180334530818
-515.082099620607,718.148336919895
-514.776595172383,718.116169237941
-514.471090724159,718.082419699612
-514.165586275936,718.04827632886
-513.860081827712,718.015058455584
-513.554577379488,717.981867550815
-513.249072931264,717.949460200723
-512.94356848304,717.91683251948
-512.638064034816,717.882479336283
-512.332559586592,717.848291107049
