X,Y
0.09285714285714286,-177.70129143646412
0.09285714285714286,-177.5712914364641
0.22285714285714286,-177.4412914364641
0.35285714285714287,-177.4412914364641
0.4828571428571429,-177.31129143646407
0.6128571428571429,-177.1812914364641
0.7428571428571429,-177.1812914364641
0.8728571428571428,-177.0512914364641
1.002857142857143,-176.9212914364641
1.132857142857143,-176.9212914364641
1.262857142857143,-176.79129143646412
1.3928571428571428,-176.66129143646413
1.522857142857143,-176.66129143646413
1.652857142857143,-176.53129143646407
1.782857142857143,-176.40129143646408
1.9128571428571428,-176.40129143646408
2.0428571428571427,-176.2712914364641
2.1728571428571426,-176.1412914364641
2.302857142857143,-176.1412914364641
2.302857142857143,-176.0112914364641
2.432857142857143,-175.88129143646412
2.5628571428571427,-175.7512914364641
2.692857142857143,-175.7512914364641
2.822857142857143,-175.6212914364641
2.952857142857143,-175.49129143646408
3.082857142857143,-175.49129143646408
3.212857142857143,-175.36129143646411
3.342857142857143,-175.23129143646412
3.4728571428571433,-175.23129143646412
3.602857142857143,-175.10129143646407
3.732857142857143,-174.9712914364641
3.862857142857143,-174.9712914364641
3.992857142857143,-174.8412914364641
4.122857142857143,-174.71129143646408
4.252857142857143,-174.71129143646408
4.382857142857143,-174.5812914364641
4.5128571428571425,-174.45129143646412
4.642857142857143,-174.45129143646412
4.772857142857142,-174.3212914364641
4.902857142857143,-174.19129143646413
5.032857142857144,-174.19129143646413
5.162857142857143,-174.0612914364641
5.292857142857144,-173.9312914364641
5.422857142857143,-173.9312914364641
5.422857142857143,-173.80129143646408
5.552857142857143,-173.67129143646406
5.682857142857143,-173.67129143646406
5.812857142857143,-173.5412914364641
5.942857142857143,-173.4112914364641
6.072857142857143,-173.28129143646407
6.202857142857143,-173.1512914364641
6.332857142857144,-173.0212914364641
6.462857142857143,-173.0212914364641
6.592857142857143,-172.8912914364641
6.722857142857142,-172.76129143646412
6.852857142857143,-172.76129143646412
6.982857142857142,-172.63129143646412
7.112857142857143,-172.5012914364641
7.242857142857142,-172.5012914364641
7.372857142857143,-172.3712914364641
7.502857142857143,-172.24129143646408
7.632857142857143,-172.24129143646408
7.7628571428571425,-172.1112914364641
7.892857142857142,-171.9812914364641
8.022857142857143,-171.9812914364641
8.152857142857142,-171.8512914364641
8.282857142857143,-171.7212914364641
8.412857142857142,-171.7212914364641
8.542857142857144,-171.5912914364641
8.672857142857143,-171.4612914364641
8.802857142857144,-171.4612914364641
8.932857142857143,-171.3312914364641
9.062857142857144,-171.3312914364641
9.192857142857143,-171.20129143646412
9.322857142857144,-171.07129143646407
9.452857142857143,-171.07129143646407
9.582857142857142,-170.9412914364641
9.582857142857142,-170.81129143646407
9.712857142857143,-170.68129143646408
9.842857142857143,-170.68129143646408
9.972857142857142,-170.5512914364641
10.102857142857143,-170.4212914364641
10.232857142857144,-170.4212914364641
10.362857142857141,-170.2912914364641
10.492857142857142,-170.16129143646413
10.622857142857143,-170.16129143646413
10.752857142857144,-170.0312914364641
10.88285714285714,-169.9012914364641
11.012857142857143,-169.77129143646414
11.142857142857142,-169.6412914364641
11.272857142857143,-169.6412914364641
11.402857142857146,-169.5112914364641
11.532857142857143,-169.3812914364641
11.662857142857144,-169.3812914364641
11.792857142857143,-169.2512914364641
11.922857142857145,-169.1212914364641
12.052857142857142,-169.1212914364641
12.182857142857143,-168.99129143646408
12.312857142857144,-168.86129143646411
12.442857142857145,-168.86129143646411
12.572857142857142,-168.73129143646412
12.702857142857143,-168.6012914364641
12.832857142857144,-168.6012914364641
12.962857142857144,-168.4712914364641
13.092857142857142,-168.34129143646413
13.222857142857144,-168.34129143646413
13.352857142857143,-168.21129143646408
13.352857142857143,-168.08129143646408
13.482857142857144,-167.95129143646412
13.612857142857141,-167.95129143646412
13.742857142857144,-167.8212914364641
13.872857142857143,-167.6912914364641
14.002857142857144,-167.6912914364641
14.13285714285714,-167.56129143646407
14.262857142857143,-167.4312914364641
14.392857142857142,-167.4312914364641
14.522857142857145,-167.3012914364641
14.652857142857144,-167.1712914364641
14.782857142857143,-167.1712914364641
14.912857142857142,-167.04129143646412
15.042857142857144,-166.9112914364641
15.172857142857143,-166.9112914364641
15.302857142857142,-166.78129143646407
15.432857142857141,-166.65129143646408
15.562857142857144,-166.65129143646408
15.692857142857143,-166.5212914364641
15.822857142857142,-166.3912914364641
15.952857142857143,-166.3912914364641
16.082857142857144,-166.2612914364641
16.212857142857146,-166.13129143646412
16.34285714285714,-166.0012914364641
16.472857142857144,-165.8712914364641
16.602857142857143,-165.8712914364641
16.732857142857146,-165.7412914364641
16.86285714285714,-165.61129143646411
16.992857142857144,-165.61129143646411
16.992857142857144,-165.4812914364641
17.122857142857143,-165.35129143646407
17.252857142857145,-165.2212914364641
17.38285714285714,-165.2212914364641
17.512857142857143,-165.0912914364641
17.642857142857142,-164.96129143646408
17.772857142857145,-164.96129143646408
17.902857142857144,-164.8312914364641
18.032857142857143,-164.70129143646412
18.162857142857142,-164.70129143646412
18.292857142857144,-164.5712914364641
18.422857142857143,-164.44129143646413
18.552857142857142,-164.44129143646413
18.68285714285714,-164.3112914364641
18.812857142857144,-164.18129143646408
18.942857142857143,-164.18129143646408
19.072857142857142,-164.05129143646408
19.202857142857145,-163.9212914364641
19.332857142857144,-163.9212914364641
19.462857142857143,-163.7912914364641
19.59285714285714,-163.6612914364641
19.72285714285714,-163.6612914364641
19.852857142857143,-163.5312914364641
19.982857142857146,-163.4012914364641
20.11285714285714,-163.4012914364641
20.242857142857144,-163.2712914364641
20.372857142857143,-163.1412914364641
20.502857142857142,-163.1412914364641
20.63285714285714,-163.01129143646412
