-1.000000000000000000e+00,1.500000000000000000e+00
-9.499999999999999556e-01,1.500000000000000000e+00
-9.000000000000000222e-01,1.500000000000000000e+00
-8.500000000000000888e-01,1.500000000000000000e+00
-8.000000000000000444e-01,1.500000000000000000e+00
-7.500000000000000000e-01,1.500000000000000000e+00
-7.000000000000000666e-01,1.500000000000000000e+00
-6.500000000000001332e-01,1.500000000000000000e+00
-6.000000000000000888e-01,1.500000000000000000e+00
-5.500000000000000444e-01,1.500000000000000000e+00
-5.000000000000001110e-01,1.500000000000000000e+00
-4.500000000000001776e-01,1.500000000000000000e+00
-4.000000000000001332e-01,1.500000000000000000e+00
-3.500000000000000888e-01,1.500000000000000000e+00
-3.000000000000001554e-01,1.500000000000000000e+00
-2.500000000000002220e-01,1.500000000000000000e+00
-2.000000000000001776e-01,1.500000000000000000e+00
-1.500000000000001332e-01,1.500000000000000000e+00
-1.000000000000001998e-01,1.500000000000000000e+00
-5.000000000000026645e-02,1.500000000000000000e+00
4.579669976578770729e-16,1.500000000000000000e+00
1.180847759006042538e-02,1.499953521645119414e+00
2.361622327752668782e-02,1.499814079822578972e+00
3.542250538730445930e-02,1.499581689419811070e+00
4.722659224429626157e-02,1.499256365324246776e+00
5.902775224015122807e-02,1.498838124786343151e+00
7.082525404219783272e-02,1.498326994816869151e+00
8.261836647369744102e-02,1.497723006646849875e+00
9.440635871369611187e-02,1.497026198645273087e+00
1.061885001489970004e-01,1.496236612889314976e+00
1.179640606544698211e-01,1.495354299285903688e+00
1.297323103749142559e-01,1.494379311589585591e+00
1.414925200612070777e-01,1.493311711185423718e+00
1.532439607935689729e-01,1.492151563265975867e+00
1.649859043797656799e-01,1.490898940690541075e+00
1.767176230171835505e-01,1.489553920134730536e+00
1.884383897508502548e-01,1.488116585910862266e+00
2.001474780755781446e-01,1.486587026142516255e+00
2.118441624537675261e-01,1.484965336574521011e+00
2.235277178579347379e-01,1.483251616761282587e+00
2.351974203475863945e-01,1.481445973855945786e+00
2.468525465527838525e-01,1.479548518818169622e+00
2.584923743094659221e-01,1.477559370182603971e+00
2.701161820847017836e-01,1.475478650287257221e+00
2.817232496697339439e-01,1.473306489018612053e+00
2.933128575476571243e-01,1.471043020062889006e+00
