-1.000000000000000000e+00,5.000000000000000000e-01
-9.838709677419354982e-01,5.000000000000000000e-01
-9.677419354838709964e-01,5.000000000000000000e-01
-9.516129032258064946e-01,5.000000000000000000e-01
-9.354838709677419928e-01,5.000000000000000000e-01
-9.193548387096773800e-01,5.000000000000000000e-01
-9.032258064516128782e-01,5.000000000000000000e-01
-8.870967741935483764e-01,5.000000000000000000e-01
-8.709677419354838745e-01,5.000000000000000000e-01
-8.548387096774193727e-01,5.000000000000000000e-01
-8.387096774193548709e-01,5.000000000000000000e-01
-8.225806451612902581e-01,5.000000000000000000e-01
-8.064516129032257563e-01,5.000000000000000000e-01
-7.903225806451612545e-01,5.000000000000000000e-01
-7.741935483870967527e-01,5.000000000000000000e-01
-7.580645161290322509e-01,5.000000000000000000e-01
-7.419354838709677491e-01,5.000000000000000000e-01
-7.258064516129032473e-01,5.000000000000000000e-01
-7.096774193548387455e-01,5.000000000000000000e-01
-6.935483870967742437e-01,5.000000000000000000e-01
-6.774193548387097419e-01,5.000000000000000000e-01
-6.612903225806452401e-01,5.000000000000000000e-01
-6.451612903225806273e-01,5.000000000000000000e-01
-6.290322580645161255e-01,5.000000000000000000e-01
-6.129032258064516236e-01,5.000000000000000000e-01
-5.967741935483871218e-01,5.000000000000000000e-01
-5.806451612903226200e-01,5.000000000000000000e-01
-5.645161290322580072e-01,5.000000000000000000e-01
-5.483870967741935054e-01,5.000000000000000000e-01
-5.322580645161290036e-01,5.000000000000000000e-01
-5.161290322580645018e-01,5.000000000000000000e-01
-5.000000000000000000e-01,5.000000000000000000e-01
-4.838709677419354982e-01,5.000000000000000000e-01
-4.677419354838709964e-01,5.000000000000000000e-01
-4.516129032258064946e-01,5.000000000000000000e-01
-4.354838709677419928e-01,5.000000000000000000e-01
-4.193548387096774910e-01,5.000000000000000000e-01
-4.032258064516128782e-01,5.000000000000000000e-01
-3.870967741935483764e-01,5.000000000000000000e-01
-3.709677419354838745e-01,5.000000000000000000e-01
-3.548387096774193727e-01,5.000000000000000000e-01
-3.387096774193548709e-01,5.000000000000000000e-01
-3.225806451612903691e-01,5.000000000000000000e-01
-3.064516129032258673e-01,5.000000000000000000e-01
-2.903225806451612545e-01,5.000000000000000000e-01
-2.741935483870967527e-01,5.000000000000000000e-01
-2.580645161290322509e-01,5.000000000000000000e-01
-2.419354838709677491e-01,5.000000000000000000e-01
