theta,r
-1.416090759752712,153.19831792839085
-1.415990813319591,153.1699290397655
-1.4152495314657347,153.07021891856044
-1.4146084531533987,153.06022849137955
-1.4145074477002992,153.03327292478508
-1.4137645615399708,152.94269169981777
-1.4130208725039322,152.87028147812038
-1.4122763801138796,152.74386769379436
-1.4121736469378834,152.72239238727062
-1.412070781638307,152.70092160019368
-1.4113244153815008,152.58467777189833
-1.4106811799220087,152.54550713446923
-1.4105772428606467,152.51510842102715
-1.4104731719311967,152.48470146878566
-1.4097246545728968,152.4353707794325
-1.409080477143133,152.3520458199864
-1.4089753290260143,152.32359674971153
-1.4088700452826353,152.2951474926204
-1.4081193702566843,152.20268160880187
-1.407474251501962,152.17392329776317
-1.4067224985991198,152.07056336277287
-1.4066155894244776,152.0410130288729
-1.4058624826970458,151.9775104620175
-1.4051085644857484,151.88912168574524
-1.40500042707516,151.856734634745
-1.4042451504017708,151.74523141662152
-1.4034890603492125,151.67134710519332
-1.4033796874199689,151.64285510326317
-1.4026222342653791,151.56730337734652
-1.4018639658440621,151.44276351685798
-1.401753350079451,151.41027224808386
-1.4009937139140058,151.35502183420454
-1.4002332606022563,151.28711488161096
-1.3995842645580419,151.22391073140741
-1.3994719897059216,151.182768299021
-1.3987099007895678,151.1493759478833
-1.397946993420626,151.05112250468778
-1.397833460066175,151.0119859634911
-1.3970691760175813,150.93994820926602
-1.3963040716613615,150.83640793871194
-1.396189272390323,150.8155605153961
-1.3954227867182785,150.7138347724065
-1.394655478892346,150.63018780314906
-1.394539406256702,150.5920051995791
-1.3937707124779084,150.5110167046875
-1.39300119470799,150.41310009080138
-1.3922308525341547,150.34572358819173
-1.3921129328656316,150.29120065461353
-1.391341198686174,150.20594972674468
-1.390687693338725,150.12146525230034
-1.3905686382806857,150.0886521330393
-1.3897952512452942,150.00960835237498
-1.3890210371792175,149.9390610375586
-1.3889006853056614,149.91674165490707
-1.3881250717855207,149.82501735796026
-1.3873486294342685,149.72935542189916
-1.3872269731675841,149.6964429449402
-1.3864491267362045,149.60927523623846
-1.3856704496834111,149.50775852547918
-1.3848909416238235,149.41969559689386
-1.3847673956544857,149.3911194227697
-1.3839864774950263,149.32476233031872
-1.3832047265551746,149.2041531934211
-1.3824221424591285,149.13870336021367
-1.3816387248343671,149.06619358999325
-1.381512692224995,149.03761163306072
-1.3807278571098283,148.9403252301744
-1.3799421867161188,148.86268809863103
-1.379814818195939,148.81687162407627
-1.3790277257030388,148.71378989495946
-1.3782397961930473,148.61866173243098
-1.3774510293099975,148.53041235939583
-1.377321727808416,148.47980590212327
-1.3765315328487238,148.39746095893517
-1.3757404987957864,148.31625582691967
-1.3756098429909713,148.27282714912835
-1.3748173762627192,148.17628218279998
-1.3741559120308393,148.1555785878299
-1.374024068732994,148.12698985843807
-1.3738920508124586,148.09839910423634
-1.373097306011998,147.98979309808163
-1.372434929917724,147.9333330644272
-1.3723017187140836,147.9104546743914
-1.3721683308327863,147.88758106301438
-1.37137130167234,147.78270428005825
-1.3707080153029134,147.7518461788222
-1.36990989853712,147.6356747516
-1.3697747104843365,147.60256616213348
-1.3689751478115548,147.51021884956884
-1.368174739995494,147.45190382348022
-1.3680381653648537,147.41850640460535
-1.3672363070710905,147.34026613872544
-1.366433601985603,147.2230036829814
-1.3656300498023795,147.1012016340937
-1.365491472712756,147.07262263633012
-1.364686464157107,146.97933541242597
-1.3640204029373475,146.92022424055722
-1.3638806068763976,146.88069623782735
-1.3637406243731072,146.84368141382072
-1.3629333061656905,146.7455981292288
-1.3622663449651224,146.64491909995465
-1.3621251376198287,146.59409352792116
-1.3619837416955693,146.55949409449786
-1.3611741076746224,146.48640607302565
-1.36050624836931,146.4175087810005
-1.3603636217160966,146.38395972675121
-1.360220804332016,146.3503979107882
-1.3594088483563442,146.2480621486197
-1.358740092874578,146.2191333793125
-1.3585960388585243,146.16881986652555
-1.357782375567699,146.03234189513918
-1.357113152986683,145.99438653623372
-1.356967858216963,145.96584546086734
-1.3568223687519592,145.93729830898536
-1.3560063742553263,145.81607992826585
-1.355336260288021,145.78833664028303
-1.355189524145512,145.75008914647026
-1.3543718181678692,145.6074888756462
-1.353553256071795,145.53919121935292
-1.353405070423955,145.50830995929772
-1.3525850241060202,145.40577732483862
-1.3517641201487445,145.30624413514312
-1.350942358314114,145.22583794554566
-1.3507920841620578,145.1925898239577
-1.3499688323475327,145.08706713580762
-1.3491447211594711,145.01256437797014
-1.3489929781590888,144.96611091857375
-1.3484719232281204,144.90147621165838
-1.3481673725164915,144.81745627554432
-1.3473409060207167,144.7278443980852
