X,Y
0.06608416573280866,-176.8275904605474
0.1585984044852036,-176.73106853354818
0.15865986860639814,-176.70700829974243
0.15872139708916969,-176.68294800277894
0.25131924456798316,-176.59764441833454
0.3439766146509878,-176.53896191293146
0.3441103138708139,-176.51493521837293
0.43684870759579375,-176.4599813142717
0.5294307434520948,-176.33972406597528
0.5298421879258902,-176.29132084127372
0.6221612609842354,-176.2697780995665
0.6226461302488263,-176.22168145888503
0.7156064442720301,-176.18453564954035
0.7158854993316299,-176.16043990232095
0.7161648481415374,-176.13634405357504
0.8091187939763261,-176.0691335516418
0.9017452348230705,-176.02555261096762
0.9020968622512606,-176.00132927665223
0.994805817015864,-175.88124673903653
0.9951932885237258,-175.85686683043994
0.9955811672800433,-175.83248651916819
1.088602514651592,-175.75578147755064
1.1814814318795543,-175.65533419534282
1.1819422414378309,-175.63088275415691
1.2749417721017646,-175.54312301020724
1.3681019004413613,-175.47524961356828
1.3686373236886415,-175.45090979056823
1.3691733121088034,-175.42656960488338
1.4624420279732726,-175.35967139132805
1.4630166681223522,-175.33547474241783
1.5564395739871986,-175.27861831143227
1.557050346716551,-175.25424369294308
1.650379486917092,-175.17937367516976
1.743461323250902,-175.0776967702394
1.7441437569373262,-175.0530279698537
1.7448269105304273,-175.02835845343
1.8383371199050929,-174.96131366630777
1.9320700678164573,-174.91187829834212
1.9328303319166047,-174.88739657660466
1.933591401973553,-174.86291433616572
2.0270388855774852,-174.77833676339046
2.1196084239801896,-174.71396613362396
2.1202588465582872,-174.67423409402193
2.121068001988221,-174.6475147558929
2.2143897927801373,-174.54951828718984
2.3076582754086874,-174.44787027527684
2.3085647055587386,-174.4229819038628
2.309472094395535,-174.39809257424415
2.4036027301894247,-174.35424683064733
2.496245579108175,-174.2962522054688
2.4972320041226244,-174.27164844088648
2.591207735978773,-174.21154699595
2.592236452593447,-174.18717515538452
2.5932662685237227,-174.16280290716895
2.6873715063081676,-174.1038125105473
2.6894900575518044,-174.0537371181743
2.780668744112644,-173.99190047052852
2.7828607620174393,-173.94175139683276
2.8754039981733115,-173.87458586765104
2.9691976975183727,-173.7912634271712
2.9703736665889777,-173.76643409856572
2.971550888564606,-173.74160386500427
3.0655897702374815,-173.6672428993139
3.1595320916464207,-173.58640952626752
3.160783176347366,-173.56139275602175
3.162035593126417,-173.53637487495845
3.2555892356325673,-173.43003765101778
3.34828027030536,-173.37352658431493
3.3496150728338163,-173.34885326744836
3.3509513061599874,-173.3241792080388
3.4459897567669886,-173.29129205027792
3.447372342374557,-173.266921957043
3.5411415259824404,-173.16675952918675
3.54254347150126,-173.1413855434855
3.5439469081516863,-173.11601005152914
3.6227172091989424,-172.29921376779842
3.729437169224572,-172.90862267215613
3.7325595094523627,-172.95939902956655
3.733294337206612,-172.8994456749168
3.791191355725357,-171.17519238886143
3.9008438637238365,-171.81037298111113
3.9015611446011116,-171.74843461996642
3.9022782679639967,-171.68645493856437
4.0114521246724,-172.26393894086638
4.095558119301534,-171.75871612258715
4.099327802910124,-171.82303290453925
4.176622812810945,-171.0542972799386
4.17802177149133,-171.01815368391837
4.267435734601678,-170.763684079767
4.2698607646747595,-170.76731972862106
4.272289204186938,-170.77098556374426
4.399684751365338,-172.00437302986887
4.48073023454799,-171.50153551217707
4.568494784713916,-171.1774563535685
4.5711059567103085,-171.18145963768214
4.573720811769419,-171.18549356814472
4.670795994208973,-171.20840575261352
4.774586093748614,-171.46773608210265
4.7779856900644715,-171.49561057651408
4.781390610071784,-171.52354197991934
4.842471968293175,-170.26195926536505
4.947012281039122,-170.6379811138379
4.946760709752387,-170.53546264146033
4.946497501634859,-170.43255276447857
5.075228373331844,-171.5179935676863
5.075371274055838,-171.42833462097929
5.1577796857799605,-170.93350801186628
5.15940488536259,-170.8930713863683
5.161031854626254,-170.8526339382473
5.262039360167615,-170.9753730108216
5.361361101522462,-171.13097587631958
5.3630598040546404,-171.0906345308579
5.36475981843798,-171.05027510865804
5.447973575690125,-170.5993576652516
5.520267282760773,-169.82502193546068
5.520006528306711,-169.72298539841714
5.51974267452699,-169.62086250170844
5.63818522841917,-170.26467196549444
5.753596458357575,-170.7933882178167
5.754310511958437,-170.71980775650493
5.797972496652274,-169.13394691176418
5.881481224456366,-168.74047615051597
5.883862932673922,-168.7149875371879
5.886247231926596,-168.68949722412194
5.979602825925135,-168.58147045205695
5.9819984171783265,-168.55512089899347
6.076138406412657,-168.468223407922
6.1687729564814155,-168.4338961032396
6.171316332387188,-168.4094298123427
6.173862525489451,-168.38496295013013
6.2678315367842945,-168.29152112295225
6.272915500562712,-168.2399726072633
6.362356648988256,-168.2127663386752
6.367532336229452,-168.16153447210783
6.461153085877757,-168.05671691425889
6.552719492868132,-167.99357631642016
6.555414283432775,-167.96863069980907
6.5581123727936985,-167.94369225099382
6.653969137804019,-167.89467268534818
6.656710853066203,-167.86971704996444
6.751902859213691,-167.8018434382164
6.754658750600528,-167.77614583277642
6.757417658856409,-167.7504462624886
6.851468098667211,-167.6519004672356
6.943217727866467,-167.59216289238813
6.946045572838571,-167.56619079977384
7.04026301799439,-167.47167949019018
7.043099979058317,-167.44489716236313
7.137592569983876,-167.35591686652597
7.140534152744212,-167.33057953892413
7.143478985927506,-167.30524063629935
7.238149517320216,-167.21834783408258
7.33327567538026,-167.14163961339855
7.33627285209609,-167.11555135759886
7.432241640074475,-167.05640002996884
7.526258418534671,-166.95302404964977
7.5293230101911774,-166.9265512127667
7.532391019504793,-166.90007721373496
7.627836526641444,-166.82643087660765
7.630972628810975,-166.8004767286428
7.726114684708259,-166.71885999010124
7.8208216092770115,-166.6276454610966
7.824065879983951,-166.6021752696199
7.920219783594705,-166.54043747984258
7.92544008859128,-166.46086115041646
8.013674977743054,-166.42184244415878
8.020173972558464,-166.36746213878138
8.11681125640328,-166.3130325427587
8.210870006231508,-166.20543445726142
8.214202472863812,-166.1781634428478
8.309531383942955,-166.09546333444308
8.405306375214154,-166.0212894775942
8.408768339883995,-165.99488524280127
8.412234116655801,-165.96847817104663
8.508127706394024,-165.89451156523907
8.602523155488687,-165.79118877779345
8.60605275587349,-165.76434274314826
8.703499915815721,-165.7185455725403
8.707159293903324,-165.69328390017552
8.801395533782056,-165.58514582694843
8.804980722216749,-165.5576268311809
8.80856980628384,-165.53010370347315
8.903574546809965,-165.43504127540393
8.999234344325817,-165.35201608873385
9.00290528787788,-165.32441274125932
9.099664401205986,-165.26033899271712
9.193996945718196,-165.1520008108984
9.19775024975975,-165.12431921469567
9.201507637561518,-165.09663327439995
9.295784409664735,-164.98615086149877
9.29969919490329,-164.9604600339662
9.39663055055901,-164.89615529056172
9.493615954802026,-164.83213455939065
9.589034305601071,-164.74053708082417
9.592957370163141,-164.71268648742998
9.596884708509517,-164.6848313283665
9.692565376113322,-164.59620758922478
9.6966573505594,-164.5703639536575
9.792662340575742,-164.48633066155475
9.796743457352127,-164.45950216830656
9.893117982199323,-164.38067174101192
9.988958882945246,-164.29272948211374
10.08516843701009,-164.2106403463682
10.089410547053042,-164.18427166421608
10.093641985557422,-164.1576491696744
10.19162659528184,-164.1024908462746
10.195286667914676,-164.0658860679433
10.289530465157894,-163.94972396529528
10.387089758857934,-163.88627660222977
10.39150107116944,-163.86029234359097
10.485898592365094,-163.7461568183088
10.49021341248892,-163.71792245200032
10.494533023625406,-163.68968415848707
10.5914588157387,-163.61368800533904
10.68774420308903,-163.52751865836345
10.78421498643283,-163.44397964704035
10.788740447610763,-163.4168492766385
10.885692283199875,-163.3396514296331
10.890232316686891,-163.31200619019725
10.89477738258467,-163.28435652366568
10.990217844244988,-163.18308585450114
11.086215003504634,-163.0901055727433
11.090793241306054,-163.06160999668774
11.189640542160435,-163.00948099964577
11.28542998024333,-162.91241603573428
11.29014902680756,-162.88462703774857
11.29487331327689,-162.85683341414853
11.39204364178474,-162.7782960425971
11.396873727389591,-162.75130948040135
11.494147470294717,-162.67329780467708
11.499001720224344,-162.6459448664798
